datetime,BTC,ETH,ADA,BNB
2020-10-05,10795.11,353.76,0.09754,28.61
2020-10-06,10603.9,340.85,0.09293,27.71
2020-10-07,10672.67,341.91,0.09369,27.71
2020-10-08,10929.4,351.2,0.09629,27.71
2020-10-09,11058.78,365.41,0.1015,28.4
2020-10-10,11301.57,370.88,0.1052,28.41
2020-10-11,11375.51,374.37,0.1066,28.54
2020-10-12,11539.76,386.91,0.1095,30.72
2020-10-13,11427.29,381.41,0.1094,30.73
2020-10-14,11429.3,379.11,0.1073,30.87
2020-10-15,11508.31,377.7,0.1067,31.37
2020-10-16,11326.25,365.58,0.1043,30.0
2020-10-17,11367.65,368.65,0.1061,30.25
2020-10-18,11513.33,378.44,0.1075,30.68
2020-10-19,11756.88,379.41,0.1087,29.92
2020-10-20,11921.78,368.74,0.1024,28.84
2020-10-21,12813.11,391.46,0.1062,29.79
2020-10-22,12990.25,414.5,0.1108,30.71
2020-10-23,12937.2,409.57,0.1081,30.65
2020-10-24,13126.13,412.55,0.10800000000000001,30.66
2020-10-25,13041.21,406.36,0.1066,30.16
2020-10-26,13069.43,393.11,0.1032,31.08
2020-10-27,13646.02,403.74,0.1029,31.54
2020-10-28,13285.97,388.77,0.09909,30.37
2020-10-29,13462.18,387.54,0.09534,29.87
2020-10-30,13565.95,382.76,0.09344,28.52
2020-10-31,13803.41,386.77,0.09311,28.52
2020-11-01,13761.72,396.75,0.09817999999999999,28.51
2020-11-02,13571.24,383.61,0.09258,27.85
2020-11-03,14023.78,388.18,0.09365,26.9
2020-11-04,14157.73,402.66,0.09552999999999999,26.98
2020-11-05,15599.92,416.89,0.09772,27.72
2020-11-06,15590.62,456.32,0.1093,29.05
2020-11-07,14838.16,435.82,0.1013,27.78
2020-11-08,15488.25,454.74,0.1068,28.42
2020-11-09,15335.03,444.45,0.1054,28.11
2020-11-10,15313.73,450.86,0.1059,28.22
2020-11-11,15707.08,463.91,0.1061,28.02
2020-11-12,16306.53,462.78,0.1048,27.75
2020-11-13,16332.85,476.87,0.1066,28.22
2020-11-14,16075.95,461.03,0.1044,27.92
2020-11-15,15964.7,448.51,0.1006,27.68
2020-11-16,16721.46,461.01,0.1039,27.99
2020-11-17,17681.54,482.71,0.1097,28.63
2020-11-18,17786.27,478.76,0.1067,28.1
2020-11-19,17824.64,471.82,0.1059,28.16
2020-11-20,18672.78,510.43,0.1184,28.96
2020-11-21,18704.06,552.26,0.1338,30.53
2020-11-22,18430.59,560.01,0.146,30.02
2020-11-23,18385.74,609.13,0.1544,31.0
2020-11-24,19157.16,604.98,0.1673,33.87
2020-11-25,18725.76,569.4,0.1563,31.29
2020-11-26,17175.86,520.22,0.1413,28.25
2020-11-27,17155.0,518.83,0.1418,28.49
2020-11-28,17739.9,537.99,0.1652,29.18
2020-11-29,18199.23,576.0,0.16699999999999998,30.12
2020-11-30,19686.87,616.14,0.1723,31.48
2020-12-01,18792.03,586.23,0.1556,30.16
2020-12-02,19226.19,598.26,0.1587,30.3
2020-12-03,19448.44,616.55,0.1642,30.73
2020-12-04,18665.0,567.67,0.1479,29.02
2020-12-05,19156.84,596.93,0.16,29.75
2020-12-06,19378.94,602.3,0.1588,29.51
2020-12-07,19181.41,591.36,0.1541,29.39
2020-12-08,18323.52,554.82,0.1411,27.67
2020-12-09,18549.92,573.44,0.1482,28.16
2020-12-10,18250.47,558.36,0.1419,27.67
2020-12-11,18034.86,544.14,0.1392,27.34
2020-12-12,18814.98,568.26,0.1443,28.17
2020-12-13,19169.05,590.72,0.1538,29.12
2020-12-14,19274.69,586.35,0.1586,30.03
2020-12-15,19441.96,589.17,0.154,29.53
2020-12-16,21352.13,637.74,0.1684,30.55
2020-12-17,22822.17,643.16,0.1635,30.24
2020-12-18,23135.57,654.55,0.1653,30.96
2020-12-19,23844.72,658.7,0.1646,33.31
2020-12-20,23467.06,638.17,0.1623,34.26
2020-12-21,22727.13,607.9,0.153,32.18
2020-12-22,23823.32,637.23,0.1569,33.54
2020-12-23,23239.5,585.25,0.1367,31.19
2020-12-24,23724.2,612.32,0.1532,32.5
2020-12-25,24707.98,626.83,0.1575,33.18
2020-12-26,26445.7,636.07,0.1581,33.56
2020-12-27,26249.27,683.98,0.1542,33.6
2020-12-28,27039.45,729.59,0.1763,35.88
2020-12-29,27360.78,731.55,0.1906,39.04
2020-12-30,28889.61,752.53,0.1839,38.13
2020-12-31,28972.4,737.15,0.1817,37.4
2021-01-01,29388.94,730.6,0.1755,37.76
2021-01-02,32203.64,774.9,0.1772,38.29
2021-01-03,33063.48,978.69,0.2062,41.36
2021-01-04,32030.55,1043.16,0.2258,41.1
2021-01-05,34038.29,1103.19,0.2595,41.9
2021-01-06,36849.86,1210.59,0.3342,42.27
2021-01-07,39479.41,1225.5,0.299,43.62
2021-01-08,40636.24,1216.98,0.3042,42.38
2021-01-09,40236.66,1279.96,0.3315,43.94
2021-01-10,38202.08,1255.72,0.3019,42.44
2021-01-11,35496.03,1088.37,0.276,38.16
2021-01-12,34058.4,1050.04,0.2888,38.25
2021-01-13,37380.85,1129.84,0.3128,40.15
2021-01-14,39155.58,1232.11,0.311,41.86
2021-01-15,36790.17,1169.06,0.3027,40.87
2021-01-16,36025.26,1228.52,0.3511,43.09
2021-01-17,35839.51,1233.73,0.3815,45.91
2021-01-18,36623.04,1258.31,0.3709,45.34
2021-01-19,35932.79,1367.65,0.3681,42.51
2021-01-20,35501.38,1377.75,0.3758,42.6
2021-01-21,30840.3,1111.49,0.3081,38.67
2021-01-22,33008.02,1234.56,0.3496,40.9
2021-01-23,32107.29,1234.1,0.3457,40.9
2021-01-24,32283.66,1392.45,0.3538,41.87
2021-01-25,32275.27,1318.47,0.3431,41.76
2021-01-26,32516.52,1368.22,0.3445,41.78
2021-01-27,30423.05,1241.51,0.3124,41.01
2021-01-28,33443.87,1330.78,0.3446,42.61
2021-01-29,34252.08,1379.13,0.348,42.88
2021-01-30,34317.82,1379.35,0.3637,44.82
2021-01-31,33143.22,1314.18,0.3454,44.38
2021-02-01,33535.94,1374.57,0.4084,51.48
2021-02-02,35524.43,1513.9,0.4255,51.08
2021-02-03,37677.34,1667.22,0.44299999999999995,52.22
2021-02-04,36983.42,1597.44,0.4405,56.03
2021-02-05,38310.24,1721.48,0.5408,67.62
2021-02-06,39267.01,1679.14,0.6348,72.92
2021-02-07,38868.82,1614.64,0.6642,68.45
2021-02-08,46437.41,1752.87,0.6778,79.92
2021-02-09,46509.57,1772.05,0.7066,107.67
2021-02-10,44854.95,1743.0,0.9414,128.96
2021-02-11,48006.18,1787.69,0.9292,124.05
2021-02-12,47435.54,1844.84,0.9273,136.9
2021-02-13,47222.32,1817.48,0.9137,133.4
2021-02-14,48652.87,1802.96,0.845,136.08
2021-02-15,47936.51,1779.4,0.8605,129.86
2021-02-16,49184.63,1782.83,0.8712,130.09
2021-02-17,52154.91,1851.14,0.8922,165.54
2021-02-18,51591.61,1939.61,0.9144,195.58
2021-02-19,55933.47,1957.47,0.9267,333.36
2021-02-20,55900.84,1915.12,1.1179999999999999,254.4
2021-02-21,57469.95,1935.14,1.101,294.76
2021-02-22,54121.17,1778.07,1.099,267.36
2021-02-23,48898.7,1578.19,0.9634,231.78
2021-02-24,49738.17,1625.17,1.05,254.46
2021-02-25,47082.87,1481.88,1.074,234.57
2021-02-26,46324.5,1446.1,1.242,221.71
2021-02-27,46191.39,1460.23,1.319,225.74
2021-02-28,45261.03,1422.58,1.315,210.55
2021-03-01,49635.07,1571.49,1.297,254.93
2021-03-02,48501.21,1488.67,1.225,239.98
2021-03-03,50392.55,1568.65,1.215,240.78
2021-03-04,48363.74,1538.37,1.113,229.68
2021-03-05,48775.37,1529.75,1.16,225.63
2021-03-06,48892.8,1651.48,1.129,226.42
2021-03-07,50964.18,1726.33,1.131,239.94
2021-03-08,52405.02,1834.48,1.119,240.7
2021-03-09,54928.7,1872.1,1.199,293.65
2021-03-10,55893.31,1795.63,1.133,278.68
2021-03-11,57809.41,1827.06,1.125,290.15
2021-03-12,57256.22,1767.77,1.032,263.21
2021-03-13,60064.65,1893.97,1.127,277.73
